user_id,restaurant_id,interaction_type,strength
211,68,view,1
211,67,view,1
211,28,view,1
211,68,view,1
211,60,view,1
211,91,cart,2
211,60,cart,2
211,95,view,1
211,47,order,3
211,85,order,3
211,47,view,1
211,58,view,1
212,69,cart,2
212,73,view,1
212,82,order,3
212,78,view,1
212,40,view,1
212,40,view,1
212,40,order,3
212,33,view,1
212,97,view,1
212,40,view,1
212,33,view,1
212,73,view,1
212,86,view,1
212,78,view,1
212,97,view,1
212,83,cart,2
212,82,view,1
212,73,order,3
212,89,view,1
213,76,cart,2
213,42,cart,2
213,56,view,1
213,49,cart,2
213,49,cart,2
213,99,view,1
213,49,view,1
213,98,view,1
213,20,cart,2
213,76,view,1
213,20,cart,2
213,70,order,3
213,74,cart,2
213,70,view,1
213,42,view,1
213,74,view,1
213,71,cart,2
213,75,cart,2
213,74,cart,2
213,17,view,1
213,76,cart,2
214,70,view,1
214,74,cart,2
214,2,view,1
214,12,view,1
214,49,view,1
214,49,order,3
214,1,view,1
214,10,cart,2
214,1,view,1
214,49,cart,2
214,99,order,3
214,7,cart,2
215,8,view,1
215,48,view,1
215,56,view,1
215,75,order,3
215,49,cart,2
215,75,cart,2
215,25,view,1
215,62,view,1
215,49,cart,2
215,48,view,1
215,74,cart,2
215,15,view,1
215,33,view,1
215,63,view,1
215,74,view,1
215,88,view,1
215,62,order,3
215,63,cart,2
215,56,view,1
216,79,cart,2
216,22,view,1
216,12,order,3
216,62,view,1
216,65,view,1
216,48,cart,2
216,24,cart,2
216,12,view,1
216,22,view,1
216,55,view,1
216,12,cart,2
216,30,view,1
216,69,view,1
216,91,view,1
216,63,view,1
216,65,order,3
217,12,view,1
217,64,view,1
217,1,cart,2
217,53,view,1
217,42,view,1
217,12,cart,2
217,2,order,3
217,32,cart,2
217,1,cart,2
217,65,view,1
217,65,cart,2
217,8,cart,2
217,20,cart,2
217,98,view,1
217,65,view,1
217,7,view,1
217,32,order,3
217,24,cart,2
217,98,view,1
217,65,cart,2
217,20,view,1
218,26,view,1
218,32,order,3
218,26,cart,2
218,71,view,1
218,3,cart,2
218,3,order,3
218,61,view,1
218,26,view,1
218,30,view,1
218,99,view,1
218,71,view,1
218,26,view,1
218,23,view,1
218,96,view,1
218,26,cart,2
218,93,cart,2
218,61,view,1
219,38,view,1
219,77,view,1
219,26,view,1
219,85,view,1
219,96,view,1
219,42,view,1
219,25,cart,2
219,4,cart,2
219,66,cart,2
219,81,view,1
219,66,view,1
219,45,view,1
220,49,view,1
220,45,view,1
220,49,order,3
220,12,view,1
220,49,cart,2
220,47,cart,2
220,72,cart,2
220,99,cart,2
220,7,view,1
220,99,view,1
220,12,view,1
220,74,view,1
220,21,view,1
220,99,view,1
220,49,view,1
221,42,view,1
221,99,view,1
221,20,view,1
221,74,view,1
221,42,view,1
221,74,view,1
221,74,view,1
221,74,view,1
221,17,cart,2
221,20,order,3
221,99,cart,2
221,49,cart,2
221,74,cart,2
221,20,view,1
221,56,order,3
221,56,view,1
221,99,order,3
221,49,view,1
221,70,view,1
221,79,cart,2
222,11,view,1
222,81,view,1
222,30,view,1
222,66,cart,2
222,93,view,1
222,4,view,1
222,3,view,1
222,93,view,1
222,85,view,1
222,30,view,1
222,38,view,1
222,20,view,1
222,81,view,1
222,24,view,1
222,3,order,3
222,66,cart,2
222,30,view,1
222,66,order,3
222,11,view,1
222,93,view,1
222,43,view,1
222,66,cart,2
222,4,order,3
223,17,view,1
223,32,cart,2
223,42,view,1
223,25,view,1
223,21,view,1
223,21,view,1
223,9,view,1
223,83,cart,2
223,9,view,1
223,69,view,1
223,94,view,1
223,98,view,1
223,21,order,3
224,39,view,1
224,11,view,1
224,66,view,1
224,11,view,1
224,24,view,1
224,25,order,3
224,17,cart,2
224,9,order,3
224,37,view,1
224,11,view,1
224,77,cart,2
224,77,view,1
224,100,view,1
224,33,view,1
224,14,view,1
224,25,view,1
224,11,view,1
224,11,view,1
224,66,view,1
224,97,view,1
224,85,view,1
224,93,view,1
225,4,view,1
225,98,order,3
225,66,cart,2
225,81,cart,2
225,77,cart,2
225,26,view,1
225,35,view,1
225,66,cart,2
225,96,order,3
225,3,view,1
225,96,view,1
225,93,view,1
225,77,view,1
225,87,view,1
225,93,cart,2
225,93,order,3
225,66,order,3
225,96,view,1
225,26,order,3
225,87,view,1
225,93,order,3
226,69,view,1
226,57,view,1
226,32,view,1
226,32,view,1
226,56,view,1
226,84,view,1
226,32,view,1
226,20,view,1
226,42,view,1
226,18,view,1
226,49,view,1
226,74,view,1
226,56,view,1
226,17,view,1
226,20,view,1
227,46,view,1
227,31,order,3
227,31,view,1
227,6,cart,2
227,68,view,1
227,66,order,3
227,11,view,1
227,77,view,1
227,46,view,1
227,64,view,1
227,60,view,1
227,46,view,1
227,11,view,1
227,77,view,1
227,11,view,1
227,38,cart,2
227,40,view,1
227,19,view,1
228,79,cart,2
228,9,view,1
228,38,cart,2
228,22,cart,2
228,32,view,1
228,15,view,1
228,21,cart,2
228,63,cart,2
228,44,view,1
228,21,view,1
228,83,order,3
228,39,view,1
228,9,view,1
228,51,view,1
228,15,order,3
228,43,view,1
228,75,view,1
228,15,view,1
229,7,cart,2
229,1,order,3
229,2,view,1
229,65,cart,2
229,7,view,1
229,65,view,1
229,69,cart,2
229,12,view,1
229,9,cart,2
229,65,order,3
229,80,cart,2
229,7,order,3
229,21,view,1
229,12,order,3
229,9,view,1
229,65,view,1
229,93,view,1
230,70,order,3
230,74,cart,2
230,56,cart,2
230,69,view,1
230,69,cart,2
230,70,view,1
230,21,view,1
230,39,view,1
230,95,view,1
230,9,view,1
230,9,view,1
230,69,view,1
230,9,view,1
230,9,view,1
230,29,view,1
231,75,cart,2
231,56,view,1
231,74,view,1
231,62,view,1
231,12,view,1
231,56,cart,2
231,10,view,1
231,49,view,1
231,74,view,1
231,4,view,1
231,49,cart,2
231,15,view,1
231,74,view,1
231,75,view,1
231,48,view,1
231,70,view,1
231,62,view,1
231,22,view,1
231,48,view,1
231,49,view,1
231,70,view,1
231,99,order,3
231,70,view,1
232,11,view,1
232,87,view,1
232,25,view,1
232,55,view,1
232,84,cart,2
232,93,view,1
232,60,view,1
232,84,view,1
232,24,view,1
232,63,cart,2
232,11,view,1
232,77,view,1
232,90,view,1
232,14,view,1
232,14,order,3
232,36,order,3
232,24,view,1
232,38,cart,2
232,14,view,1
232,77,view,1
232,77,cart,2
233,74,view,1
233,32,view,1
233,56,view,1
233,20,view,1
233,42,view,1
233,56,view,1
233,98,cart,2
233,17,view,1
233,17,view,1
233,70,view,1
233,92,view,1
233,78,order,3
233,70,view,1
233,98,cart,2
233,70,view,1
233,99,order,3
233,98,view,1
234,19,cart,2
234,46,view,1
234,64,view,1
234,37,view,1
234,19,view,1
234,64,view,1
234,71,view,1
234,8,cart,2
234,64,view,1
234,46,view,1
234,88,view,1
234,31,cart,2
234,31,cart,2
234,31,cart,2
234,23,view,1
234,6,view,1
234,71,view,1
234,19,view,1
234,88,view,1
234,46,view,1
234,71,view,1
234,64,view,1
234,88,view,1
235,71,order,3
235,18,view,1
235,6,view,1
235,45,order,3
235,62,view,1
235,23,view,1
235,6,view,1
235,46,order,3
235,46,view,1
235,52,view,1
235,46,view,1
235,48,cart,2
235,64,view,1
235,61,order,3
235,71,view,1
235,45,cart,2
235,64,view,1
235,46,cart,2
235,75,view,1
235,52,view,1
235,64,view,1
235,31,view,1
236,80,order,3
236,68,view,1
236,95,cart,2
236,60,cart,2
236,95,view,1
236,90,view,1
236,47,order,3
236,60,order,3
236,90,view,1
236,90,view,1
236,97,view,1
236,58,view,1
236,89,view,1
236,10,view,1
236,77,view,1
236,67,cart,2
236,47,view,1
236,60,order,3
236,33,cart,2
236,50,view,1
236,90,view,1
237,61,view,1
237,61,cart,2
237,6,view,1
237,52,view,1
237,88,cart,2
237,61,view,1
237,36,view,1
237,85,view,1
237,46,view,1
237,45,view,1
237,12,cart,2
237,82,view,1
237,46,cart,2
237,52,cart,2
237,6,cart,2
237,36,view,1
237,31,view,1
237,92,view,1
237,23,order,3
237,19,view,1
237,12,view,1
237,52,view,1
238,26,cart,2
238,77,view,1
238,77,view,1
238,26,view,1
238,77,view,1
238,55,view,1
238,42,view,1
238,12,view,1
238,87,order,3
238,4,cart,2
238,3,view,1
238,30,view,1
238,3,view,1
238,63,view,1
238,3,view,1
238,26,view,1
238,3,view,1
238,3,view,1
238,26,view,1
238,82,order,3
239,66,cart,2
239,38,view,1
239,11,view,1
239,52,order,3
239,66,view,1
239,46,view,1
239,77,cart,2
239,19,view,1
239,31,cart,2
239,77,view,1
239,66,view,1
239,10,view,1
239,88,view,1
239,38,cart,2
239,77,view,1
239,57,order,3
239,84,view,1
240,66,view,1
240,77,view,1
240,46,cart,2
240,11,view,1
240,19,view,1
240,88,view,1
240,75,cart,2
240,31,cart,2
240,52,view,1
240,77,view,1
240,31,cart,2
240,28,view,1
240,31,cart,2
240,11,view,1
240,88,cart,2
240,88,order,3
240,19,view,1
240,6,view,1
240,31,cart,2
240,3,view,1
240,52,view,1
241,4,view,1
241,96,view,1
241,4,order,3
241,30,view,1
241,24,view,1
241,26,view,1
241,81,view,1
241,14,order,3
241,59,view,1
241,96,view,1
241,4,view,1
241,4,view,1
241,44,cart,2
241,25,view,1
241,3,cart,2
241,87,view,1
241,3,view,1
241,81,view,1
241,26,cart,2
241,3,view,1
241,30,view,1
241,4,view,1
242,49,view,1
242,42,view,1
242,54,cart,2
242,21,cart,2
242,9,view,1
242,32,view,1
242,39,view,1
242,39,view,1
242,49,cart,2
242,49,view,1
242,38,view,1
242,53,view,1
242,21,cart,2
242,70,view,1
242,49,order,3
242,83,view,1
242,21,cart,2
242,70,view,1
242,39,view,1
242,99,view,1
243,24,view,1
243,77,view,1
243,14,order,3
243,11,view,1
243,97,view,1
243,38,view,1
243,38,order,3
243,77,view,1
243,66,view,1
243,25,view,1
243,23,order,3
243,51,order,3
243,77,view,1
243,11,order,3
243,38,view,1
243,84,order,3
243,77,view,1
243,48,view,1
243,32,cart,2
243,11,view,1
244,42,view,1
244,76,view,1
244,30,view,1
244,98,view,1
244,76,view,1
244,42,cart,2
244,42,view,1
244,98,view,1
244,74,view,1
244,76,order,3
244,98,cart,2
244,99,view,1
244,20,order,3
244,76,cart,2
244,32,cart,2
244,17,view,1
244,20,view,1
244,42,view,1
244,17,view,1
244,49,view,1
244,20,order,3
244,98,view,1
244,46,view,1
244,76,view,1
244,32,order,3
244,20,cart,2
244,76,view,1
245,30,order,3
245,77,view,1
245,87,view,1
245,81,order,3
245,11,view,1
245,4,view,1
245,77,view,1
245,87,view,1
245,30,order,3
245,26,view,1
245,66,view,1
245,30,view,1
245,97,order,3
245,26,view,1
245,38,view,1
246,34,view,1
246,22,view,1
246,100,cart,2
246,44,view,1
246,73,view,1
246,55,view,1
246,17,view,1
246,98,order,3
246,20,order,3
246,44,order,3
246,5,view,1
246,5,view,1
246,1,cart,2
246,13,view,1
246,16,view,1
246,92,order,3
246,17,cart,2
246,17,view,1
247,24,view,1
247,6,view,1
247,6,view,1
247,88,view,1
247,64,view,1
247,14,view,1
247,46,view,1
247,14,view,1
247,25,view,1
247,14,view,1
247,72,view,1
247,81,view,1
247,35,view,1
248,65,view,1
248,65,order,3
248,28,view,1
248,12,cart,2
248,1,view,1
248,83,view,1
248,83,order,3
248,1,view,1
248,12,view,1
248,83,view,1
248,7,view,1
248,1,order,3
248,52,view,1
248,21,view,1
248,9,view,1
248,22,view,1
248,9,view,1
248,12,view,1
248,65,view,1
248,1,view,1
248,39,cart,2
248,1,view,1
248,9,view,1
248,69,view,1
248,1,view,1
249,75,view,1
249,21,view,1
249,22,view,1
249,65,view,1
249,22,view,1
249,75,cart,2
249,65,cart,2
249,15,view,1
249,15,view,1
249,63,view,1
249,48,view,1
249,63,view,1
249,79,cart,2
249,12,cart,2
249,65,cart,2
250,5,view,1
250,75,order,3
250,74,view,1
250,49,cart,2
250,99,view,1
250,99,cart,2
250,56,view,1
250,86,view,1
250,99,order,3
250,56,order,3
250,34,view,1
250,44,order,3
250,70,view,1
250,34,view,1
250,99,view,1
250,74,order,3
250,5,view,1
250,58,view,1
250,44,view,1
250,34,view,1
250,74,cart,2
250,5,view,1
250,16,view,1
250,99,view,1
250,34,cart,2
250,56,view,1
250,5,order,3
250,5,view,1
251,95,view,1
251,55,view,1
251,91,view,1
251,90,cart,2
251,50,view,1
251,50,order,3
251,47,cart,2
251,53,view,1
251,47,view,1
251,73,cart,2
251,67,cart,2
251,18,view,1
251,100,view,1
251,51,view,1
251,91,view,1
251,60,view,1
251,91,view,1
251,53,view,1
251,5,cart,2
251,90,cart,2
251,42,view,1
251,77,view,1
251,51,view,1
251,68,cart,2
251,67,cart,2
251,55,view,1
251,58,view,1
251,100,view,1
252,66,view,1
252,97,cart,2
252,71,cart,2
252,77,view,1
252,23,view,1
252,16,order,3
252,77,cart,2
252,38,order,3
252,77,view,1
252,38,order,3
252,36,view,1
252,71,view,1
252,38,cart,2
252,11,view,1
252,62,view,1
252,80,view,1
252,77,view,1
252,71,view,1
252,38,view,1
252,77,view,1
252,36,order,3
253,74,view,1
253,76,view,1
253,42,view,1
253,70,view,1
253,79,order,3
253,39,view,1
253,42,order,3
253,70,view,1
253,42,view,1
253,70,view,1
253,99,view,1
253,42,view,1
253,49,view,1
253,17,view,1
253,99,view,1
253,99,view,1
253,9,view,1
253,74,view,1
253,58,cart,2
253,76,view,1
253,20,view,1
253,56,cart,2
254,59,view,1
254,94,view,1
254,85,cart,2
254,11,order,3
254,86,view,1
254,33,order,3
254,66,cart,2
254,54,cart,2
254,94,cart,2
254,86,view,1
254,66,cart,2
254,59,cart,2
254,100,view,1
254,85,cart,2
254,54,view,1
254,70,view,1
254,94,view,1
254,86,view,1
254,66,view,1
254,85,cart,2
254,54,view,1
254,66,view,1
255,63,cart,2
255,80,view,1
255,12,view,1
255,16,view,1
255,34,cart,2
255,1,order,3
255,2,view,1
255,16,view,1
255,16,view,1
255,7,cart,2
255,69,view,1
255,5,view,1
255,5,view,1
255,48,cart,2
255,16,view,1
255,12,view,1
255,34,view,1
255,1,view,1
255,34,view,1
255,7,view,1
255,44,cart,2
255,7,view,1
255,99,cart,2
255,16,view,1
255,1,view,1
255,1,view,1
255,7,view,1
256,20,cart,2
256,56,cart,2
256,1,view,1
256,1,view,1
256,75,view,1
256,2,view,1
256,74,order,3
256,49,view,1
256,91,view,1
256,56,cart,2
256,80,view,1
256,1,cart,2
256,56,cart,2
256,12,cart,2
256,74,view,1
256,7,view,1
257,23,order,3
257,30,view,1
257,26,cart,2
257,45,view,1
257,81,cart,2
257,23,view,1
257,81,cart,2
257,45,view,1
257,4,order,3
257,30,view,1
257,45,view,1
257,87,view,1
257,93,view,1
257,73,view,1
257,23,view,1
257,4,view,1
257,30,order,3
257,30,view,1
257,61,view,1
257,71,view,1
257,71,view,1
258,69,view,1
258,7,view,1
258,69,cart,2
258,52,view,1
258,61,view,1
258,1,view,1
258,1,view,1
258,69,view,1
258,13,view,1
258,2,view,1
258,83,cart,2
258,23,view,1
258,80,view,1
258,65,order,3
258,21,view,1
258,7,view,1
258,7,cart,2
259,56,order,3
259,25,view,1
259,84,view,1
259,85,view,1
259,54,view,1
259,24,cart,2
259,54,view,1
259,59,view,1
259,24,cart,2
259,54,view,1
259,84,view,1
259,84,view,1
259,84,cart,2
259,86,view,1
259,54,view,1
259,94,cart,2
259,59,view,1
259,83,view,1
260,85,view,1
260,94,view,1
260,94,cart,2
260,2,cart,2
260,85,view,1
260,10,view,1
260,54,view,1
260,11,view,1
260,86,view,1
260,30,view,1
260,66,view,1
260,77,cart,2
260,20,order,3
260,59,view,1
260,59,view,1
260,38,cart,2
260,86,view,1
260,51,view,1
260,38,cart,2
260,54,view,1
260,59,view,1
260,38,order,3
261,88,view,1
261,74,view,1
261,79,cart,2
261,70,view,1
261,7,view,1
261,99,view,1
261,56,view,1
261,49,view,1
261,12,view,1
261,80,view,1
261,92,view,1
261,2,view,1
261,88,view,1
261,2,view,1
261,65,view,1
261,65,view,1
261,2,cart,2
261,42,view,1
261,6,order,3
261,96,view,1
261,80,view,1
261,49,cart,2
262,24,view,1
262,25,view,1
262,14,view,1
262,68,view,1
262,14,view,1
262,31,cart,2
262,24,view,1
262,52,view,1
262,46,view,1
262,19,view,1
262,19,view,1
262,88,view,1
262,25,view,1
262,24,view,1
263,32,view,1
263,32,cart,2
263,32,cart,2
263,32,view,1
263,20,view,1
263,48,view,1
263,62,view,1
263,22,view,1
263,48,view,1
263,63,order,3
263,63,view,1
263,22,view,1
263,98,view,1
263,63,cart,2
263,15,view,1
263,42,view,1
263,17,view,1
264,61,order,3
264,96,view,1
264,24,view,1
264,1,order,3
264,36,cart,2
264,26,view,1
264,45,view,1
264,96,view,1
264,93,cart,2
264,45,view,1
264,81,view,1
264,71,order,3
264,36,view,1
264,87,view,1
264,81,view,1
264,93,cart,2
264,3,view,1
264,93,view,1
264,23,view,1
264,30,view,1
264,93,cart,2
264,87,view,1
264,81,view,1
264,26,order,3
264,30,view,1
264,61,cart,2
265,17,cart,2
265,17,view,1
265,99,view,1
265,49,view,1
265,62,view,1
265,62,view,1
265,63,view,1
265,79,order,3
265,22,cart,2
265,56,cart,2
265,76,view,1
265,99,view,1
265,15,view,1
265,79,view,1
265,48,order,3
265,62,view,1
265,99,view,1
265,74,view,1
265,22,view,1
265,48,view,1
266,70,view,1
266,32,view,1
266,20,view,1
266,17,view,1
266,76,view,1
266,12,cart,2
266,98,view,1
266,1,order,3
266,20,view,1
266,76,view,1
266,2,view,1
266,20,cart,2
266,32,order,3
266,42,view,1
266,1,view,1
266,20,view,1
266,42,view,1
266,80,view,1
266,42,view,1
266,2,view,1
266,18,order,3
266,89,view,1
266,12,view,1
267,1,cart,2
267,9,cart,2
267,5,view,1
267,16,cart,2
267,34,view,1
267,56,view,1
267,70,view,1
267,16,cart,2
267,56,view,1
267,70,view,1
267,5,view,1
267,74,order,3
267,80,view,1
267,74,view,1
267,99,view,1
267,74,view,1
267,71,view,1
267,34,view,1
267,34,view,1
267,70,view,1
267,70,view,1
267,31,view,1
267,74,view,1
267,44,view,1
267,5,view,1
267,44,view,1
267,70,view,1
267,44,view,1
268,12,view,1
268,69,view,1
268,7,view,1
268,41,cart,2
268,69,view,1
268,12,view,1
268,83,view,1
268,2,view,1
268,69,view,1
268,7,view,1
268,66,view,1
268,39,view,1
268,69,order,3
268,39,view,1
268,69,view,1
268,31,view,1
268,60,order,3
268,21,view,1
268,8,view,1
268,1,view,1
268,7,view,1
268,26,view,1
269,68,view,1
269,66,view,1
269,60,cart,2
269,10,view,1
269,60,view,1
269,67,cart,2
269,35,view,1
269,67,order,3
269,90,cart,2
269,1,view,1
269,68,view,1
269,43,view,1
269,60,view,1
269,60,view,1
269,58,order,3
269,60,view,1
269,27,view,1
269,60,view,1
269,72,order,3
269,58,view,1
269,47,cart,2
270,36,view,1
270,59,cart,2
270,36,view,1
270,57,order,3
270,66,view,1
270,92,view,1
270,71,view,1
270,71,view,1
270,36,cart,2
270,61,order,3
270,56,order,3
270,71,order,3
270,63,cart,2
270,36,view,1
270,71,view,1
270,61,view,1
270,45,view,1
270,54,view,1
270,54,view,1
270,59,view,1
271,54,order,3
271,94,view,1
271,38,view,1
271,54,cart,2
271,66,cart,2
271,54,view,1
271,37,view,1
271,11,cart,2
271,94,cart,2
271,94,view,1
271,85,cart,2
271,66,cart,2
271,94,view,1
271,11,view,1
271,85,view,1
271,59,cart,2
271,59,view,1
271,25,cart,2
271,38,view,1
271,54,view,1
272,60,cart,2
272,8,view,1
272,93,view,1
272,47,cart,2
272,10,view,1
272,10,cart,2
272,60,view,1
272,68,order,3
272,21,view,1
272,68,view,1
272,60,order,3
272,95,cart,2
272,90,cart,2
272,8,cart,2
272,10,view,1
272,47,view,1
273,64,cart,2
273,5,view,1
273,31,view,1
273,11,cart,2
273,58,view,1
273,19,view,1
273,11,view,1
273,64,cart,2
273,6,cart,2
273,51,view,1
273,40,view,1
273,38,view,1
274,78,cart,2
274,89,view,1
274,89,view,1
274,33,view,1
274,89,order,3
274,33,view,1
274,40,view,1
274,73,cart,2
274,13,cart,2
274,41,cart,2
274,82,view,1
274,73,view,1
274,47,view,1
274,89,order,3
274,89,view,1
274,67,order,3
274,73,cart,2
274,41,view,1
275,7,cart,2
275,69,order,3
275,20,order,3
275,39,view,1
275,83,view,1
275,47,view,1
275,83,view,1
275,65,order,3
275,39,view,1
275,12,view,1
275,80,cart,2
275,2,view,1
275,69,view,1
275,17,view,1
275,39,view,1
275,69,cart,2
275,69,view,1
275,21,view,1
275,9,view,1
275,65,view,1
275,12,view,1
275,2,view,1
275,7,order,3
276,6,view,1
276,88,view,1
276,3,cart,2
276,3,order,3
276,93,cart,2
276,87,view,1
276,21,cart,2
276,4,cart,2
276,93,view,1
276,39,view,1
276,4,order,3
276,46,view,1
276,93,order,3
276,77,cart,2
276,3,view,1
277,3,cart,2
277,81,view,1
277,4,view,1
277,27,view,1
277,37,view,1
277,26,view,1
277,60,view,1
277,45,cart,2
277,82,cart,2
277,45,view,1
277,3,cart,2
277,26,order,3
277,87,cart,2
277,96,view,1
277,30,view,1
277,51,view,1
277,23,view,1
277,71,order,3
277,30,order,3
277,61,view,1
277,26,view,1
277,68,view,1
277,22,cart,2
278,65,order,3
278,80,order,3
278,12,view,1
278,44,view,1
278,80,cart,2
278,5,view,1
278,12,view,1
278,65,cart,2
278,5,view,1
278,14,view,1
278,100,cart,2
278,34,view,1
278,34,cart,2
278,34,cart,2
278,5,view,1
278,65,view,1
278,78,view,1
278,65,view,1
278,65,cart,2
278,12,cart,2
278,2,view,1
279,21,cart,2
279,16,view,1
279,21,order,3
279,44,view,1
279,75,view,1
279,34,view,1
279,5,view,1
279,59,view,1
279,21,view,1
279,27,view,1
279,9,cart,2
279,34,view,1
279,44,view,1
279,44,view,1
279,36,cart,2
279,39,view,1
279,5,view,1
279,69,view,1
279,21,view,1
279,44,view,1
279,44,cart,2
279,21,order,3
279,44,view,1
279,69,order,3
279,83,cart,2
279,39,view,1
279,16,view,1
279,21,order,3
280,2,view,1
280,44,view,1
280,34,cart,2
280,1,cart,2
280,65,cart,2
280,65,view,1
280,12,view,1
280,65,view,1
280,1,view,1
280,80,view,1
280,34,view,1
280,62,cart,2
280,12,view,1
280,44,view,1
280,80,view,1
280,44,order,3
280,44,view,1
280,7,cart,2
280,2,cart,2
280,6,view,1
280,1,order,3
281,26,order,3
281,20,view,1
281,67,cart,2
281,9,view,1
281,41,view,1
281,98,view,1
281,17,cart,2
281,69,cart,2
281,42,view,1
281,83,cart,2
281,45,view,1
281,92,view,1
281,62,order,3
281,69,view,1
281,9,view,1
282,74,view,1
282,60,view,1
282,5,view,1
282,56,view,1
282,74,view,1
282,74,cart,2
282,74,view,1
282,5,cart,2
282,56,cart,2
282,70,view,1
282,76,cart,2
282,26,order,3
282,34,cart,2
282,49,view,1
282,16,cart,2
282,74,view,1
283,9,cart,2
283,39,view,1
283,69,cart,2
283,51,view,1
283,35,view,1
283,34,cart,2
283,44,view,1
283,44,view,1
283,21,cart,2
283,49,view,1
283,21,cart,2
283,44,view,1
283,34,view,1
283,69,view,1
283,69,cart,2
283,86,cart,2
284,91,view,1
284,90,order,3
284,95,view,1
284,64,view,1
284,68,view,1
284,91,order,3
284,60,view,1
284,100,view,1
284,28,order,3
284,68,order,3
284,37,view,1
284,15,view,1
284,90,view,1
284,53,view,1
284,74,view,1
284,55,view,1
284,51,view,1
284,67,view,1
284,37,view,1
284,53,view,1
284,51,cart,2
284,68,view,1
285,44,view,1
285,12,view,1
285,56,view,1
285,1,cart,2
285,12,cart,2
285,20,order,3
285,65,view,1
285,12,view,1
285,1,order,3
285,42,cart,2
285,7,view,1
285,17,view,1
285,1,cart,2
285,22,view,1
285,7,cart,2
285,98,view,1
285,32,view,1
285,32,order,3
285,76,cart,2
285,76,view,1
285,1,view,1
285,80,view,1
285,76,view,1
285,45,order,3
285,7,view,1
285,2,view,1
285,1,view,1
285,42,view,1
285,65,view,1
286,52,view,1
286,85,cart,2
286,29,cart,2
286,64,view,1
286,94,view,1
286,6,cart,2
286,85,order,3
286,45,view,1
286,82,view,1
286,31,view,1
286,94,view,1
286,6,cart,2
286,59,view,1
286,85,view,1
286,31,view,1
286,86,cart,2
286,86,order,3
286,70,view,1
286,86,view,1
286,31,view,1
286,52,view,1
286,45,cart,2
286,85,cart,2
286,54,cart,2
287,73,view,1
287,82,cart,2
287,67,view,1
287,58,cart,2
287,90,view,1
287,40,view,1
287,95,order,3
287,10,cart,2
287,78,view,1
287,90,view,1
287,67,order,3
287,58,order,3
287,95,order,3
287,58,cart,2
287,6,view,1
287,13,view,1
287,78,view,1
287,40,cart,2
287,47,view,1
288,88,view,1
288,54,cart,2
288,59,view,1
288,85,view,1
288,59,view,1
288,86,view,1
288,24,view,1
288,84,cart,2
288,59,view,1
288,85,view,1
288,87,view,1
288,85,view,1
288,25,view,1
288,14,cart,2
288,25,view,1
288,68,view,1
288,59,cart,2
288,54,view,1
288,94,cart,2
288,94,cart,2
288,55,view,1
288,59,view,1
288,72,view,1
288,43,order,3
289,46,order,3
289,11,view,1
289,38,order,3
289,11,order,3
289,66,view,1
289,45,cart,2
289,99,view,1
289,71,view,1
289,11,view,1
289,45,cart,2
289,38,view,1
289,77,view,1
289,62,view,1
289,61,view,1
289,66,cart,2
289,71,view,1
289,23,view,1
289,71,view,1
289,11,order,3
289,71,cart,2
290,12,view,1
290,5,view,1
290,47,view,1
290,5,cart,2
290,65,view,1
290,34,view,1
290,75,view,1
290,99,cart,2
290,1,view,1
290,2,view,1
290,34,cart,2
290,2,view,1
290,65,cart,2
290,12,cart,2
290,65,view,1
291,68,view,1
291,84,cart,2
291,14,view,1
291,24,view,1
291,52,view,1
291,19,view,1
291,6,view,1
291,71,view,1
291,19,view,1
291,43,order,3
291,40,cart,2
291,80,view,1
291,46,view,1
291,6,view,1
291,21,view,1
291,82,cart,2
291,24,view,1
291,14,view,1
292,12,view,1
292,39,cart,2
292,63,view,1
292,75,view,1
292,14,view,1
292,80,cart,2
292,15,view,1
292,32,view,1
292,63,view,1
292,63,view,1
292,7,view,1
292,62,view,1
292,75,view,1
292,79,view,1
292,7,view,1
292,71,cart,2
292,65,view,1
292,7,cart,2
292,15,view,1
293,6,view,1
293,31,view,1
293,46,view,1
293,77,order,3
293,25,view,1
293,24,order,3
293,19,view,1
293,88,view,1
293,84,cart,2
293,52,view,1
293,46,view,1
293,19,view,1
293,19,view,1
293,46,view,1
293,26,view,1
293,88,view,1
293,31,view,1
293,46,cart,2
293,31,view,1
294,46,view,1
294,6,view,1
294,31,cart,2
294,46,order,3
294,52,view,1
294,4,view,1
294,54,view,1
294,31,order,3
294,54,view,1
294,88,view,1
294,64,view,1
294,88,view,1
294,52,view,1
294,54,view,1
294,31,view,1
294,59,view,1
295,11,view,1
295,52,cart,2
295,99,view,1
295,54,order,3
295,59,cart,2
295,66,cart,2
295,38,order,3
295,11,view,1
295,94,view,1
295,77,view,1
295,38,view,1
295,66,view,1
295,94,view,1
296,38,order,3
296,61,view,1
296,61,view,1
296,38,view,1
296,66,view,1
296,66,view,1
296,61,view,1
296,71,view,1
296,66,cart,2
296,92,order,3
296,36,view,1
296,11,view,1
296,77,cart,2
296,23,view,1
296,23,cart,2
296,11,order,3
296,32,view,1
296,36,view,1
296,45,view,1
297,78,view,1
297,40,order,3
297,50,order,3
297,8,cart,2
297,40,order,3
297,8,order,3
297,82,view,1
297,81,cart,2
297,57,view,1
297,57,order,3
297,40,cart,2
297,82,cart,2
297,57,cart,2
297,73,view,1
297,78,view,1
297,33,view,1
297,78,view,1
297,57,cart,2
297,82,view,1
